invoice_number,deduction_amount,deduction_date,sku,deducted_qty,standard_customer,deduction_reason,billed_qty,net_price_per_qty,pod_shortage,customer_sign,carrier_sign,subject_to_count,validation_status,invalid_reason,invalid_amount,valid_amount,RCA,Recommendations,warehouse,region,carrier
13359,4430.27,8/31/2024,SKU140,45,Costco,OSD,47,97.01,5,yes,yes,no,invalid,unit_of_measurement,4430.27,0,Unit of Measurement,Create a master table to map all SKUs with the unit of measurement and educate the customer to follow the table for orders and deductions,WH1,West,XPO
13638,3395.66,8/31/2024,SKU104,21,Dollar General,OSD,25,89.84,1,yes,yes,no,partially invalid,pod supports partial shortages,842.67,2552.99,Product Substitution,Work with sales team to communicate for new sku or substitution policy if original sku is not in stock,WH4,Southeast,XPO
13890,3466.47,8/31/2024,SKU142,38,Meijer,OSD,41,97.34,4,yes,yes,no,valid,,0,3466.47,,,WH3,South,XPO
13890,4140.37,8/31/2024,SKU103,18,Supervalu,OSD,20,59.94,3,yes,yes,no,invalid,pod does not support shortages,4140.37,0,Price Mismatch,Could be a gross vs net issue. Educate the customer to take deduction on net price,WH1,Midwest,XPO
13890,1137.19,8/31/2024,SKU144,28,Meijer,OSD,29,44.8,4,yes,yes,no,partially invalid,pod supports partial shortages,439.48,697.71,Unit of Measurement,Create a master table to map all SKUs with the unit of measurement and educate the customer to follow the table for orders and deductions,WH4,South,XPO
13890,3787.28,8/31/2024,SKU142,45,Amazon,OSD,45,89.31,1,yes,yes,no,valid,,0,3787.28,,,WH1,Northwest,XPO
13890,1474.23,8/31/2024,SKU105,25,Target,OSD,28,35.19,4,yes,yes,no,invalid,unit_of_measurement,1474.23,0,Unit of Measurement,Create a master table to map all SKUs with the unit of measurement and educate the customer to follow the table for orders and deductions,WH3,Northeast,XPO
14417,1450.48,8/31/2024,SKU127,14,Supervalu,OSD,16,54.69,3,yes,yes,no,invalid,pod does not support shortages,1450.48,0,Product Substitution,Work with sales team to communicate for new sku or substitution policy if original sku is not in stock,WH3,East,XPO
14417,2154.76,8/31/2024,SKU147,6,Meijer,OSD,11,80.8,0,yes,yes,no,valid,,0,2154.76,,,WH2,East,XPO
14417,3834.82,8/31/2024,SKU135,11,Dollar General,OSD,14,89.73,5,yes,yes,no,valid,,0,3834.82,,,WH3,West,XPO
14492,999.58,8/31/2024,SKU105,6,Costco,OSD,11,77.02,0,yes,yes,no,valid,,0,999.58,,,WH3,Northwest,XPO
14492,403.81,8/31/2024,SKU121,31,BJ's,OSD,32,71.17,5,yes,yes,no,partially invalid,pod supports partial shortages,210.49,193.32,Price Mismatch,Could be a gross vs net issue. Educate the customer to take deduction on net price,WH2,South,XPO
14492,3516.89,8/31/2024,SKU133,34,Amazon,OSD,39,10.85,5,yes,yes,no,partially invalid,pod supports partial shortages,1263.6,2253.29,Price Mismatch,Could be a gross vs net issue. Educate the customer to take deduction on net price,WH1,Southwest,XPO
10048,3103.05,9/1/2024,SKU110,17,Kroger,OSD,18,66.87,3,yes,yes,no,valid,,0,3103.05,,,WH1,East,XPO
10048,3759.57,9/1/2024,SKU147,25,Target,OSD,30,93.74,2,yes,yes,no,valid,,0,3759.57,,,WH3,Southwest,XPO
10197,1065.03,9/1/2024,SKU120,14,Walmart,OSD,19,49.46,1,yes,yes,no,partially invalid,pod supports partial shortages,634.57,430.46,Combined Shipment,Contact the customer and check if they have mixed it with another order.,WH2,East,XPO
10197,4678.99,9/1/2024,SKU124,44,Dollar General,OSD,44,23.34,4,yes,yes,no,valid,,0,4678.99,,,WH4,Northeast,XPO
10197,4418.56,9/1/2024,SKU131,44,Supervalu,OSD,49,57.29,1,yes,yes,no,valid,,0,4418.56,,,WH2,Southeast,XPO
10636,3652.81,9/1/2024,SKU118,15,Supervalu,OSD,16,34.52,5,yes,yes,no,invalid,pod does not support shortages,3652.81,0,Load Sequencing,Contact the warehouse and they need to fix the issue with the carrier,WH2,South,XPO
10636,2694.91,9/1/2024,SKU121,44,Supervalu,OSD,47,94.22,2,yes,yes,no,valid,,0,2694.91,,,WH1,Midwest,XPO
10636,2716.16,9/1/2024,SKU124,50,Dollar General,OSD,50,56.67,1,yes,yes,no,invalid,pod does not support shortages,2716.16,0,Price Mismatch,Could be a gross vs net issue. Educate the customer to take deduction on net price,WH1,Southwest,XPO
10636,4914.94,9/1/2024,SKU109,32,Costco,OSD,37,65.84,1,yes,yes,no,valid,,0,4914.94,,,WH1,Southwest,XPO
10987,3860.85,9/1/2024,SKU150,5,Kroger,OSD,10,12.94,1,yes,yes,no,valid,,0,3860.85,,,WH2,Northwest,XPO
11100,2224.09,9/1/2024,SKU148,18,Kroger,OSD,22,78.84,1,yes,yes,no,partially invalid,pod supports partial shortages,680.5,1543.59,Unit of Measurement,Create a master table to map all SKUs with the unit of measurement and educate the customer to follow the table for orders and deductions,WH4,South,XPO
11100,718.96,9/1/2024,SKU119,2,BJ's,OSD,4,72.69,5,yes,yes,no,invalid,pod does not support shortages,718.96,0,Load Sequencing,Contact the warehouse and they need to fix the issue with the carrier,WH4,West,XPO
11130,4786.59,9/1/2024,SKU137,49,Dollar General,OSD,53,61.78,2,yes,yes,no,invalid,pod does not support shortages,4786.59,0,Product Substitution,Work with sales team to communicate for new sku or substitution policy if original sku is not in stock,WH4,East,XPO
11130,887.4,9/1/2024,SKU141,18,BJ's,OSD,20,22.82,1,yes,yes,no,invalid,pod does not support shortages,887.4,0,Price Mismatch,Could be a gross vs net issue. Educate the customer to take deduction on net price,WH2,West,XPO
11130,3047.13,9/1/2024,SKU127,22,Walmart,OSD,23,58.75,5,yes,yes,no,valid,,0,3047.13,,,WH4,Southwest,XPO
11622,1613.96,9/1/2024,SKU138,42,Target,OSD,43,87.44,2,yes,yes,no,invalid,pod does not support shortages,1613.96,0,Combined Shipment,Contact the customer and check if they have mixed it with another order.,WH3,Northwest,XPO
12057,3150.16,9/1/2024,SKU144,30,BJ's,OSD,31,70.81,2,yes,yes,no,invalid,pod does not support shortages,3150.16,0,Price Mismatch,Could be a gross vs net issue. Educate the customer to take deduction on net price,WH2,East,XPO
12057,690.32,9/1/2024,SKU103,28,Walmart,OSD,32,53.89,0,yes,yes,no,valid,,0,690.32,,,WH3,South,XPO
12057,2900.74,9/1/2024,SKU109,37,Kroger,OSD,39,37.64,5,yes,yes,no,valid,,0,2900.74,,,WH1,South,XPO
12164,1089.01,9/1/2024,SKU125,15,Amazon,OSD,15,39.28,0,yes,yes,no,invalid,unit_of_measurement,1089.01,0,Unit of Measurement,Create a master table to map all SKUs with the unit of measurement and educate the customer to follow the table for orders and deductions,WH2,Northeast,XPO
12164,257.98,9/1/2024,SKU107,33,Supervalu,OSD,38,12.13,1,yes,yes,no,valid,,0,257.98,,,WH1,East,XPO
12164,1326.35,9/1/2024,SKU118,1,Kroger,OSD,2,36.67,0,yes,yes,no,invalid,pod does not support shortages,1326.35,0,Load Sequencing,Contact the warehouse and they need to fix the issue with the carrier,WH4,Southwest,XPO
12164,4065,9/1/2024,SKU149,4,Meijer,OSD,7,30.82,4,yes,yes,no,invalid,pod does not support shortages,4065,0,Product Substitution,Work with sales team to communicate for new sku or substitution policy if original sku is not in stock,WH3,South,XPO
12164,2932.16,9/1/2024,SKU106,4,Meijer,OSD,4,59.33,3,yes,yes,no,invalid,pod does not support shortages,2932.16,0,Combined Shipment,Contact the customer and check if they have mixed it with another order.,WH1,Northeast,XPO
12164,218.55,9/1/2024,SKU105,14,Costco,OSD,16,24.48,4,yes,yes,no,invalid,pod does not support shortages,218.55,0,Combined Shipment,Contact the customer and check if they have mixed it with another order.,WH4,South,XPO
12164,2459.94,9/1/2024,SKU140,39,Supervalu,OSD,44,26.86,1,yes,yes,no,partially invalid,pod supports partial shortages,794.75,1665.19,Combined Shipment,Contact the customer and check if they have mixed it with another order.,WH3,West,XPO
12164,1323.24,9/1/2024,SKU150,20,Costco,OSD,25,67.8,0,yes,yes,no,invalid,unit_of_measurement,1323.24,0,Unit of Measurement,Create a master table to map all SKUs with the unit of measurement and educate the customer to follow the table for orders and deductions,WH4,Southwest,XPO
12453,959.26,9/1/2024,SKU113,28,Amazon,OSD,30,66.17,1,yes,yes,no,valid,,0,959.26,,,WH4,West,XPO
12453,2235.11,9/1/2024,SKU112,34,Amazon,OSD,37,75.69,5,yes,yes,no,invalid,pod does not support shortages,2235.11,0,Price Mismatch,Could be a gross vs net issue. Educate the customer to take deduction on net price,WH2,Northwest,XPO
12453,3612.95,9/1/2024,SKU107,26,Meijer,OSD,31,55.69,5,yes,yes,no,partially invalid,pod supports partial shortages,1548.8,2064.15,Order Split,Notify the customers if their order is going in multiple shipments in advance to avoid this.,WH4,East,XPO
12453,1574.67,9/1/2024,SKU106,24,Meijer,OSD,27,51.01,2,yes,yes,no,valid,,0,1574.67,,,WH4,Southeast,XPO
12453,2175.47,9/1/2024,SKU104,7,Amazon,OSD,9,41.72,1,yes,yes,no,invalid,unit_of_measurement,2175.47,0,Unit of Measurement,Create a master table to map all SKUs with the unit of measurement and educate the customer to follow the table for orders and deductions,WH2,Northeast,XPO
12685,4998.77,9/1/2024,SKU116,23,Kroger,OSD,23,45.19,3,yes,yes,no,valid,,0,4998.77,,,WH4,South,XPO
13100,3352.48,9/1/2024,SKU123,48,Target,OSD,53,37.19,1,yes,yes,no,valid,,0,3352.48,,,WH3,South,XPO
13100,268.4,9/1/2024,SKU108,50,Walmart,OSD,51,73.02,3,yes,yes,no,invalid,pod does not support shortages,268.4,0,Product Substitution,Work with sales team to communicate for new sku or substitution policy if original sku is not in stock,WH1,Midwest,XPO
13100,669.57,9/1/2024,SKU122,21,BJ's,OSD,23,29.63,2,yes,yes,no,valid,,0,669.57,,,WH2,West,XPO
13100,286.85,9/1/2024,SKU143,16,Dollar General,OSD,17,21.96,4,yes,yes,no,partially invalid,pod supports partial shortages,126.28,160.57,Load Sequencing,Contact the warehouse and they need to fix the issue with the carrier,WH1,Southeast,XPO
13680,1128.91,9/1/2024,SKU129,6,Costco,OSD,9,62.16,0,yes,yes,no,valid,,0,1128.91,,,WH3,Northwest,XPO
13680,4145.57,9/1/2024,SKU116,36,Amazon,OSD,37,38.14,5,yes,yes,no,invalid,pod does not support shortages,4145.57,0,Combined Shipment,Contact the customer and check if they have mixed it with another order.,WH3,South,XPO
13680,4368.16,9/1/2024,SKU150,5,Amazon,OSD,10,54.11,1,yes,yes,no,partially invalid,pod supports partial shortages,1901.48,2466.68,Load Sequencing,Contact the warehouse and they need to fix the issue with the carrier,WH3,Northeast,XPO
13680,3607.37,9/1/2024,SKU149,5,Walmart,OSD,7,89.95,3,yes,yes,no,valid,,0,3607.37,,,WH1,East,XPO
13680,2869.55,9/1/2024,SKU118,46,Kroger,OSD,47,48.6,1,yes,yes,no,invalid,pod does not support shortages,2869.55,0,Price Mismatch,Could be a gross vs net issue. Educate the customer to take deduction on net price,WH1,South,XPO
13963,2503.67,9/1/2024,SKU104,41,Amazon,OSD,41,66.49,2,yes,yes,no,partially invalid,pod supports partial shortages,1149.78,1353.89,Combined Shipment,Contact the customer and check if they have mixed it with another order.,WH1,Northeast,XPO
13963,452.7,9/1/2024,SKU143,4,Dollar General,OSD,4,44.55,1,yes,yes,no,invalid,pod does not support shortages,452.7,0,Product Substitution,Work with sales team to communicate for new sku or substitution policy if original sku is not in stock,WH1,East,XPO
13963,1762.93,9/1/2024,SKU104,3,Target,OSD,8,16.72,1,yes,yes,no,valid,,0,1762.93,,,WH3,Northwest,XPO
13963,1692.43,9/1/2024,SKU106,17,Meijer,OSD,22,61.65,1,yes,yes,no,invalid,pod does not support shortages,1692.43,0,Product Substitution,Work with sales team to communicate for new sku or substitution policy if original sku is not in stock,WH3,Northeast,XPO
14194,2309.41,9/1/2024,SKU100,50,Target,OSD,50,15.71,4,yes,yes,no,invalid,pod does not support shortages,2309.41,0,Load Sequencing,Contact the warehouse and they need to fix the issue with the carrier,WH2,East,XPO
14194,4059.76,9/1/2024,SKU146,35,Target,OSD,40,36.42,0,yes,yes,no,valid,,0,4059.76,,,WH4,Northwest,XPO
14194,2215.65,9/1/2024,SKU129,46,Target,OSD,46,21.49,3,yes,yes,no,partially invalid,pod supports partial shortages,1878.27,337.38,Combined Shipment,Contact the customer and check if they have mixed it with another order.,WH3,South,XPO
14194,185.74,9/1/2024,SKU115,35,Kroger,OSD,36,42.12,5,yes,yes,no,invalid,pod does not support shortages,185.74,0,Order Split,Notify the customers if their order is going in multiple shipments in advance to avoid this.,WH3,Southeast,XPO
14194,2833.71,9/1/2024,SKU107,17,Meijer,OSD,18,48.65,4,yes,yes,no,valid,,0,2833.71,,,WH3,Northeast,XPO
14194,2643.49,9/1/2024,SKU123,46,Walmart,OSD,51,53.83,5,yes,yes,no,invalid,pod does not support shortages,2643.49,0,Combined Shipment,Contact the customer and check if they have mixed it with another order.,WH2,South,XPO
14311,1843.17,9/1/2024,SKU120,12,Amazon,OSD,17,34.69,3,yes,yes,no,partially invalid,pod supports partial shortages,210.88,1632.29,Price Mismatch,Could be a gross vs net issue. Educate the customer to take deduction on net price,WH1,Northwest,XPO
14311,4080.21,9/1/2024,SKU113,28,Amazon,OSD,32,25.2,1,yes,yes,no,invalid,pod does not support shortages,4080.21,0,Combined Shipment,Contact the customer and check if they have mixed it with another order.,WH2,West,XPO
14311,3727.01,9/1/2024,SKU124,10,Target,OSD,11,47.38,1,yes,yes,no,partially invalid,pod supports partial shortages,2798.28,928.73,Order Split,Notify the customers if their order is going in multiple shipments in advance to avoid this.,WH2,Northeast,XPO
14311,2886.03,9/1/2024,SKU123,42,Amazon,OSD,46,38.26,5,yes,yes,no,invalid,pod does not support shortages,2886.03,0,Price Mismatch,Could be a gross vs net issue. Educate the customer to take deduction on net price,WH1,East,XPO
14311,4927.31,9/1/2024,SKU115,14,Target,OSD,14,23.94,1,yes,yes,no,invalid,pod does not support shortages,4927.31,0,Order Split,Notify the customers if their order is going in multiple shipments in advance to avoid this.,WH2,Southwest,XPO
10110,2750.36,9/2/2024,SKU148,30,Walmart,OSD,32,60.69,2,yes,yes,no,valid,,0,2750.36,,,WH1,Northwest,XPO
10110,3470.41,9/2/2024,SKU138,32,BJ's,OSD,35,57.36,5,yes,yes,no,invalid,pod does not support shortages,3470.41,0,Order Split,Notify the customers if their order is going in multiple shipments in advance to avoid this.,WH2,Southwest,XPO
10110,2292.87,9/2/2024,SKU119,27,Meijer,OSD,32,23.78,0,yes,yes,no,partially invalid,pod supports partial shortages,1689.1,603.77,Combined Shipment,Contact the customer and check if they have mixed it with another order.,WH4,Midwest,XPO
10110,782.93,9/2/2024,SKU119,11,Dollar General,OSD,13,59.68,4,yes,yes,no,invalid,pod does not support shortages,782.93,0,Price Mismatch,Could be a gross vs net issue. Educate the customer to take deduction on net price,WH2,Northwest,XPO
10110,3173.39,9/2/2024,SKU115,16,Supervalu,OSD,18,66.63,2,yes,yes,no,valid,,0,3173.39,,,WH2,West,XPO
10110,611.76,9/2/2024,SKU120,37,Amazon,OSD,41,96.3,1,yes,yes,no,invalid,unit_of_measurement,611.76,0,Unit of Measurement,Create a master table to map all SKUs with the unit of measurement and educate the customer to follow the table for orders and deductions,WH2,Southeast,XPO
10711,1278.05,9/2/2024,SKU132,6,Dollar General,OSD,8,83.48,1,yes,yes,no,valid,,0,1278.05,,,WH3,Midwest,XPO
10711,1213.18,9/2/2024,SKU143,43,Dollar General,OSD,45,61.9,4,yes,yes,no,partially invalid,pod supports partial shortages,282.91,930.27,Product Substitution,Work with sales team to communicate for new sku or substitution policy if original sku is not in stock,WH2,South,XPO
10890,114.39,9/2/2024,SKU100,39,Dollar General,OSD,40,72.81,1,yes,yes,no,partially invalid,pod supports partial shortages,86.64,27.75,Unit of Measurement,Create a master table to map all SKUs with the unit of measurement and educate the customer to follow the table for orders and deductions,WH1,Southwest,XPO
10890,2051.85,9/2/2024,SKU128,25,BJ's,OSD,28,44.48,4,yes,yes,no,invalid,pod does not support shortages,2051.85,0,Order Split,Notify the customers if their order is going in multiple shipments in advance to avoid this.,WH4,Southeast,XPO
10890,252.17,9/2/2024,SKU140,16,Supervalu,OSD,16,47.83,2,yes,yes,no,invalid,pod does not support shortages,252.17,0,Order Split,Notify the customers if their order is going in multiple shipments in advance to avoid this.,WH4,Midwest,XPO
10890,2536.88,9/2/2024,SKU119,6,Target,OSD,9,85.59,4,yes,yes,no,partially invalid,pod supports partial shortages,934.45,1602.43,Combined Shipment,Contact the customer and check if they have mixed it with another order.,WH4,Northeast,XPO
10890,2064.73,9/2/2024,SKU132,25,Meijer,OSD,25,23.58,3,yes,yes,no,invalid,pod does not support shortages,2064.73,0,Product Substitution,Work with sales team to communicate for new sku or substitution policy if original sku is not in stock,WH1,East,XPO
10890,1466.25,9/2/2024,SKU109,36,Walmart,OSD,38,78.85,2,yes,yes,no,partially invalid,pod supports partial shortages,444.56,1021.69,Product Substitution,Work with sales team to communicate for new sku or substitution policy if original sku is not in stock,WH2,South,XPO
10890,356.93,9/2/2024,SKU101,49,Meijer,OSD,52,62.2,4,yes,yes,no,partially invalid,pod supports partial shortages,151,205.93,Product Substitution,Work with sales team to communicate for new sku or substitution policy if original sku is not in stock,WH4,West,XPO
12168,4456.74,9/2/2024,SKU130,26,Amazon,OSD,26,56.68,2,yes,yes,no,valid,,0,4456.74,,,WH4,West,XPO
12168,2529,9/2/2024,SKU120,24,BJ's,OSD,29,44.9,2,yes,yes,no,invalid,pod does not support shortages,2529,0,Price Mismatch,Could be a gross vs net issue. Educate the customer to take deduction on net price,WH2,Northwest,XPO
