invoice_number,deduction_amount,deduction_date,sku,deducted_qty,standard_customer,deduction_reason,billed_qty,net_price_per_qty,pod_shortage,customer_sign,carrier_sign,subject_to_count,validation_status,invalid_reason,invalid_amount,valid_amount,RCA,warehouse,region
10942,1035.06,1/29/2025,SKU106,15,Target,OSD,17,85.83,2,yes,yes,no,partially invalid,product substitution,180.99,854.07,Product Substitution,WH2,East
13190,2897.52,2/4/2025,SKU106,24,Amazon,OSD,29,95.52,3,yes,yes,no,partially invalid,price mismatch,916.49,1981.03,Price Mismatch,WH1,Midwest
13076,959.79,4/28/2025,SKU117,26,Target,OSD,30,29.29,4,yes,yes,no,partially invalid,unit_of_measurement,500.65,459.14,Unit of Measurement,WH4,South
10177,4302.39,12/10/2024,SKU141,18,Amazon,OSD,20,96.17,3,yes,yes,no,invalid,combined shipment,4302.39,0,Combined Shipment,WH3,East
12808,2473.18,12/31/2024,SKU115,8,Walmart,OSD,8,64.29,3,yes,yes,no,invalid,combined shipment,2473.18,0,Combined Shipment,WH3,South
13570,4452.31,7/31/2024,SKU148,6,Meijer,OSD,7,31.99,0,yes,yes,no,partially invalid,unit_of_measurement,2500.35,1951.96,Unit of Measurement,WH2,South
13142,3574.94,8/12/2024,SKU100,12,Dollar General,OSD,14,90.35,1,yes,yes,no,invalid,load sequencing,3574.94,0,Load Sequencing,WH2,South
10476,3271.12,5/1/2025,SKU121,34,Target,OSD,37,13.78,1,yes,yes,no,valid,,0,3271.12,,WH4,East
10596,4436.21,11/29/2024,SKU100,5,Supervalu,OSD,10,81.21,0,yes,yes,no,valid,,0,4436.21,,WH3,Northeast
11021,4907.29,3/23/2025,SKU118,45,Kroger,OSD,50,12.86,5,yes,yes,no,partially invalid,price mismatch,1445.69,3461.6,Price Mismatch,WH4,Southwest
12955,483.13,11/13/2024,SKU148,38,Dollar General,OSD,43,19.83,3,yes,yes,no,invalid,unit_of_measurement,483.13,0,Unit of Measurement,WH3,Northeast
10392,698.85,10/11/2024,SKU130,32,Kroger,OSD,35,45.63,5,yes,yes,no,invalid,order split,698.85,0,Order Split,WH3,Northeast
11084,3364.68,12/1/2024,SKU138,27,Meijer,OSD,31,89.2,1,yes,yes,no,invalid,unit_of_measurement,3364.68,0,Unit of Measurement,WH3,East
12086,1353.67,11/24/2024,SKU137,20,Kroger,OSD,21,93.25,4,yes,yes,no,partially invalid,product substitution,1036.69,316.98,Product Substitution,WH1,East
13589,4236.73,2/5/2025,SKU124,48,Amazon,OSD,52,19.8,3,yes,yes,no,invalid,load sequencing,4236.73,0,Load Sequencing,WH4,West
13940,4876.11,1/29/2025,SKU103,49,Kroger,OSD,51,47.5,4,yes,yes,no,invalid,unit_of_measurement,4876.11,0,Unit of Measurement,WH3,South
14053,809.59,5/21/2025,SKU136,8,Amazon,OSD,13,36.14,3,yes,yes,no,invalid,load sequencing,809.59,0,Load Sequencing,WH3,West
11900,4852.12,4/22/2025,SKU101,33,Target,OSD,38,94.04,4,yes,yes,no,valid,,0,4852.12,,WH3,West
13846,3626.55,10/30/2024,SKU140,19,Amazon,OSD,24,77.02,3,yes,yes,no,valid,,0,3626.55,,WH2,West
12720,3875.68,1/11/2025,SKU101,40,Target,OSD,40,46.93,0,yes,yes,no,partially invalid,combined shipment,395.91,3479.77,Combined Shipment,WH1,Midwest
13202,2190.4,5/23/2025,SKU102,1,Target,OSD,3,61.7,5,yes,yes,no,partially invalid,unit_of_measurement,1359.57,830.83,Unit of Measurement,WH2,Southwest
10682,1281.99,8/2/2024,SKU134,3,Supervalu,OSD,6,32.46,4,yes,yes,no,valid,,0,1281.99,,WH4,West
13085,396.24,8/26/2024,SKU117,21,Kroger,OSD,22,54.43,2,yes,yes,no,invalid,order split,396.24,0,Order Split,WH3,Northwest
12063,1026.03,10/7/2024,SKU111,13,Supervalu,OSD,17,88.51,3,yes,yes,no,partially invalid,price mismatch,791.89,234.14,Price Mismatch,WH4,Midwest
10016,906.03,3/20/2025,SKU147,15,Supervalu,OSD,16,66.57,0,yes,yes,no,invalid,load sequencing,906.03,0,Load Sequencing,WH4,Southeast
10548,1462.72,1/17/2025,SKU149,40,Meijer,OSD,40,22.91,1,yes,yes,no,partially invalid,order split,1158.43,304.29,Order Split,WH1,West
13731,3215.9,8/29/2024,SKU112,36,Walmart,OSD,41,47.35,4,yes,yes,no,valid,,0,3215.9,,WH1,East
12105,2866.25,11/19/2024,SKU101,22,Walmart,OSD,26,60.96,3,yes,yes,no,invalid,unit_of_measurement,2866.25,0,Unit of Measurement,WH1,West
11980,1497.48,12/13/2024,SKU143,17,Kroger,OSD,21,77.96,2,yes,yes,no,valid,,0,1497.48,,WH1,East
13049,3015.38,12/23/2024,SKU138,22,Supervalu,OSD,25,32.84,1,yes,yes,no,partially invalid,load sequencing,2339.77,675.61,Load Sequencing,WH4,South
14473,1306.49,11/12/2024,SKU117,19,Walmart,OSD,21,39.09,2,yes,yes,no,partially invalid,price mismatch,1142.35,164.14,Price Mismatch,WH2,Southeast
12756,4091.88,3/13/2025,SKU103,15,Kroger,OSD,19,96.33,0,yes,yes,no,valid,,0,4091.88,,WH4,West
10976,2637.47,11/20/2024,SKU108,37,Target,OSD,38,27.98,4,yes,yes,no,partially invalid,load sequencing,1121.74,1515.73,Load Sequencing,WH4,East
12313,961.72,5/21/2025,SKU116,28,BJ's,OSD,31,90.53,0,yes,yes,no,partially invalid,order split,299.08,662.64,Order Split,WH1,East
11929,4016.53,2/27/2025,SKU122,38,Walmart,OSD,40,90.9,4,yes,yes,no,invalid,price mismatch,4016.53,0,Price Mismatch,WH2,Southwest
11424,3901.91,10/23/2024,SKU102,42,Costco,OSD,44,49.57,2,yes,yes,no,invalid,combined shipment,3901.91,0,Combined Shipment,WH3,Midwest
10092,4561.52,12/28/2024,SKU107,26,BJ's,OSD,28,98.54,4,yes,yes,no,partially invalid,combined shipment,1759.44,2802.08,Combined Shipment,WH1,Northeast
13075,1084.54,1/26/2025,SKU120,3,Meijer,OSD,5,26.39,4,yes,yes,no,invalid,price mismatch,1084.54,0,Price Mismatch,WH3,Northwest
12169,401.29,9/20/2024,SKU147,14,Kroger,OSD,15,41.21,1,yes,yes,no,invalid,load sequencing,401.29,0,Load Sequencing,WH1,South
10867,2178.41,10/3/2024,SKU148,20,Costco,OSD,23,40.82,2,yes,yes,no,valid,,0,2178.41,,WH1,Midwest
10822,2201.43,4/27/2025,SKU100,5,Costco,OSD,7,91.85,1,yes,yes,no,partially invalid,order split,1703.47,497.96,Order Split,WH1,Midwest
14087,2854.5,3/24/2025,SKU136,6,Costco,OSD,10,45.45,3,yes,yes,no,valid,,0,2854.5,,WH1,South
13103,3509.56,12/10/2024,SKU137,21,Walmart,OSD,23,57.88,0,yes,yes,no,partially invalid,unit_of_measurement,3018.14,491.42,Unit of Measurement,WH1,Northwest
10581,831.96,3/18/2025,SKU119,40,Costco,OSD,43,66.42,3,yes,yes,no,invalid,price mismatch,831.96,0,Price Mismatch,WH3,Southeast
13023,1903.74,4/23/2025,SKU146,33,Amazon,OSD,37,90.46,1,yes,yes,no,valid,,0,1903.74,,WH4,South
12606,1711.5,2/25/2025,SKU106,32,BJ's,OSD,33,11.78,5,yes,yes,no,partially invalid,load sequencing,1102.06,609.44,Load Sequencing,WH4,Southwest
14887,3897.72,1/8/2025,SKU112,7,Supervalu,OSD,11,50.78,0,yes,yes,no,valid,,0,3897.72,,WH1,South
12842,3938.93,9/16/2024,SKU137,19,Supervalu,OSD,21,26.89,5,yes,yes,no,partially invalid,order split,1465.97,2472.96,Order Split,WH2,Southwest
12883,652.24,10/4/2024,SKU128,16,BJ's,OSD,16,11.95,0,yes,yes,no,partially invalid,price mismatch,294.17,358.07,Price Mismatch,WH4,South
10381,1504.89,6/4/2025,SKU100,40,Amazon,OSD,40,90.3,1,yes,yes,no,invalid,load sequencing,1504.89,0,Load Sequencing,WH2,Southeast
12787,3103.66,5/28/2025,SKU110,16,Costco,OSD,21,77.06,1,yes,yes,no,valid,,0,3103.66,,WH4,Northwest
12447,2227.37,5/23/2025,SKU128,21,Kroger,OSD,21,35.87,5,yes,yes,no,invalid,product substitution,2227.37,0,Product Substitution,WH2,Northwest
14895,1403.53,9/25/2024,SKU134,45,BJ's,OSD,47,14.73,1,yes,yes,no,invalid,order split,1403.53,0,Order Split,WH1,South
10741,2633.54,7/13/2024,SKU126,41,Supervalu,OSD,44,76.43,2,yes,yes,no,invalid,load sequencing,2633.54,0,Load Sequencing,WH4,East
12371,3816.21,10/5/2024,SKU110,22,Dollar General,OSD,23,21.72,1,yes,yes,no,invalid,product substitution,3816.21,0,Product Substitution,WH3,Midwest
14043,2218.16,9/1/2024,SKU137,17,Walmart,OSD,18,86.18,2,yes,yes,no,invalid,price mismatch,2218.16,0,Price Mismatch,WH2,Northeast
14187,2833.89,4/16/2025,SKU149,26,Meijer,OSD,30,83.17,3,yes,yes,no,partially invalid,product substitution,2294.23,539.66,Product Substitution,WH1,East
12524,4068.75,10/13/2024,SKU121,22,Meijer,OSD,23,74.66,0,yes,yes,no,partially invalid,combined shipment,3243.19,825.56,Combined Shipment,WH2,East
13333,2988.69,5/16/2025,SKU144,24,Amazon,OSD,24,47.71,4,yes,yes,no,invalid,product substitution,2988.69,0,Product Substitution,WH2,Southeast
13405,3186.63,1/11/2025,SKU108,5,Dollar General,OSD,9,44.26,5,yes,yes,no,invalid,unit_of_measurement,3186.63,0,Unit of Measurement,WH3,Northwest
14727,3170.46,1/24/2025,SKU138,12,Costco,OSD,12,59.06,3,yes,yes,no,valid,,0,3170.46,,WH2,Midwest
13169,2161.06,3/16/2025,SKU104,4,Kroger,OSD,4,37.15,5,yes,yes,no,invalid,combined shipment,2161.06,0,Combined Shipment,WH4,Midwest
10525,497.59,2/11/2025,SKU146,40,Walmart,OSD,44,20.35,4,yes,yes,no,partially invalid,price mismatch,424.68,72.91,Price Mismatch,WH3,Northwest
13995,769.29,3/8/2025,SKU146,1,Target,OSD,4,32.36,3,yes,yes,no,partially invalid,order split,659.03,110.26,Order Split,WH3,East
13387,2018.08,6/24/2025,SKU113,21,Costco,OSD,22,24.03,5,yes,yes,no,partially invalid,load sequencing,1472.09,545.99,Load Sequencing,WH3,South
14079,2574.02,7/10/2024,SKU111,36,Kroger,OSD,41,29.58,3,yes,yes,no,valid,,0,2574.02,,WH3,Northwest
12000,2096.87,7/4/2024,SKU138,20,Target,OSD,20,16.58,1,yes,yes,no,partially invalid,load sequencing,210.19,1886.68,Load Sequencing,WH1,Midwest
11390,1040.42,6/12/2025,SKU150,10,Dollar General,OSD,14,61.64,1,yes,yes,no,valid,,0,1040.42,,WH3,Southwest
11555,892.79,12/18/2024,SKU114,23,Target,OSD,24,58.74,2,yes,yes,no,invalid,order split,892.79,0,Order Split,WH4,Northeast
12103,3381.84,6/2/2025,SKU111,6,Amazon,OSD,7,72.45,4,yes,yes,no,partially invalid,order split,2864.29,517.55,Order Split,WH4,Northeast
13915,141.1,7/31/2024,SKU112,9,Supervalu,OSD,11,33,2,yes,yes,no,partially invalid,price mismatch,97.17,43.93,Price Mismatch,WH1,Southeast
10720,180.66,2/11/2025,SKU122,12,Walmart,OSD,15,42.78,1,yes,yes,no,invalid,product substitution,180.66,0,Product Substitution,WH2,Northwest
12331,807.3,8/16/2024,SKU112,28,Kroger,OSD,33,13.78,0,yes,yes,no,partially invalid,product substitution,403.38,403.92,Product Substitution,WH1,Southwest
14888,1387.37,9/1/2024,SKU111,20,Supervalu,OSD,21,10.42,4,yes,yes,no,valid,,0,1387.37,,WH1,Southwest
12907,1665.76,12/31/2024,SKU123,43,Kroger,OSD,47,30.23,5,yes,yes,no,partially invalid,product substitution,1066.43,599.33,Product Substitution,WH3,Southwest
13790,3010.1,10/9/2024,SKU139,36,Kroger,OSD,41,13.52,5,yes,yes,no,valid,,0,3010.1,,WH1,West
11887,1000.15,12/12/2024,SKU125,37,Costco,OSD,40,89.81,1,yes,yes,no,invalid,product substitution,1000.15,0,Product Substitution,WH4,Southwest
12056,1876.53,7/6/2024,SKU127,44,Kroger,OSD,49,47.44,1,yes,yes,no,valid,,0,1876.53,,WH3,East
11620,1327.01,3/27/2025,SKU147,43,Meijer,OSD,45,15.76,4,yes,yes,no,valid,,0,1327.01,,WH3,West
14463,3594.41,3/16/2025,SKU123,38,Meijer,OSD,42,15.63,0,yes,yes,no,partially invalid,product substitution,2485.03,1109.38,Product Substitution,WH4,Northeast
10850,396.74,8/8/2024,SKU111,39,Target,OSD,44,51.3,4,yes,yes,no,invalid,load sequencing,396.74,0,Load Sequencing,WH4,West
11706,3414.57,8/20/2024,SKU147,15,Target,OSD,16,80.63,0,yes,yes,no,invalid,load sequencing,3414.57,0,Load Sequencing,WH4,South
11388,4245.83,8/12/2024,SKU101,6,Target,OSD,9,14.87,2,yes,yes,no,invalid,product substitution,4245.83,0,Product Substitution,WH2,Southeast
14944,4738.3,4/28/2025,SKU110,45,Target,OSD,48,59.43,2,yes,yes,no,partially invalid,price mismatch,4242.43,495.87,Price Mismatch,WH1,South
14859,493.06,7/14/2024,SKU121,31,Supervalu,OSD,31,85.65,2,yes,yes,no,valid,,0,493.06,,WH1,East
14982,4546.09,4/12/2025,SKU122,37,Amazon,OSD,41,57.4,1,yes,yes,no,valid,,0,4546.09,,WH1,Northwest
14862,1733.77,9/29/2024,SKU130,47,Kroger,OSD,52,90.2,1,yes,yes,no,valid,,0,1733.77,,WH3,Midwest
14149,4498.51,6/2/2025,SKU147,29,Walmart,OSD,31,54.12,1,yes,yes,no,invalid,combined shipment,4498.51,0,Combined Shipment,WH1,East
14010,1193.44,7/19/2024,SKU137,23,Dollar General,OSD,28,48.46,2,yes,yes,no,valid,,0,1193.44,,WH4,East
10286,4422.95,8/19/2024,SKU138,20,Supervalu,OSD,21,10.15,1,yes,yes,no,valid,,0,4422.95,,WH4,Midwest
11152,2964.93,10/26/2024,SKU149,27,Supervalu,OSD,29,35.49,0,yes,yes,no,partially invalid,product substitution,1569.96,1394.97,Product Substitution,WH4,Southeast
12564,4069.68,8/5/2024,SKU108,8,Kroger,OSD,10,25.35,3,yes,yes,no,invalid,order split,4069.68,0,Order Split,WH1,Southeast
10937,3278.67,7/22/2024,SKU126,48,BJ's,OSD,52,55.08,4,yes,yes,no,valid,,0,3278.67,,WH3,South
14118,3694.68,3/10/2025,SKU139,18,BJ's,OSD,22,49.89,5,yes,yes,no,partially invalid,combined shipment,2791.96,902.72,Combined Shipment,WH3,Midwest
12237,3029.25,11/18/2024,SKU141,5,Kroger,OSD,5,13.79,2,yes,yes,no,partially invalid,load sequencing,1908.96,1120.29,Load Sequencing,WH2,Northwest
13728,4539.91,11/16/2024,SKU118,35,Costco,OSD,36,90.32,4,yes,yes,no,invalid,price mismatch,4539.91,0,Price Mismatch,WH4,Southwest
12601,4204.27,4/4/2025,SKU148,8,Supervalu,OSD,9,99.89,5,yes,yes,no,partially invalid,unit_of_measurement,2932.29,1271.98,Unit of Measurement,WH3,Northeast
11139,1317.13,9/1/2024,SKU105,34,Kroger,OSD,37,29.08,0,yes,yes,no,valid,,0,1317.13,,WH4,Southeast
11511,2646.67,9/17/2024,SKU109,13,BJ's,OSD,14,36.24,3,yes,yes,no,valid,,0,2646.67,,WH1,Southeast
10031,352.66,9/10/2024,SKU104,21,Dollar General,OSD,26,63.01,0,yes,yes,no,partially invalid,price mismatch,233.6,119.06,Price Mismatch,WH3,West
11656,160.15,8/10/2024,SKU145,28,Supervalu,OSD,33,15.42,4,yes,yes,no,invalid,unit_of_measurement,160.15,0,Unit of Measurement,WH1,West
12488,2986.06,2/3/2025,SKU111,6,Dollar General,OSD,10,97.76,3,yes,yes,no,partially invalid,unit_of_measurement,1056.38,1929.68,Unit of Measurement,WH4,Southwest
12258,1993.76,11/21/2024,SKU102,20,Costco,OSD,23,89.02,4,yes,yes,no,partially invalid,unit_of_measurement,1017.98,975.78,Unit of Measurement,WH1,West
13883,4169.62,1/26/2025,SKU123,4,Amazon,OSD,8,57.97,1,yes,yes,no,valid,,0,4169.62,,WH2,Midwest
14182,2221.97,11/1/2024,SKU110,25,Supervalu,OSD,27,10.26,4,yes,yes,no,invalid,order split,2221.97,0,Order Split,WH2,Southwest
13736,3142.74,4/23/2025,SKU149,13,Walmart,OSD,16,33.5,1,yes,yes,no,invalid,load sequencing,3142.74,0,Load Sequencing,WH2,Midwest
10120,4869.34,7/2/2024,SKU122,30,Meijer,OSD,31,83.18,0,yes,yes,no,partially invalid,load sequencing,698.46,4170.88,Load Sequencing,WH2,West
12890,146.23,1/14/2025,SKU102,50,Amazon,OSD,52,84.81,2,yes,yes,no,invalid,load sequencing,146.23,0,Load Sequencing,WH4,Southeast
11477,1265.45,12/5/2024,SKU130,31,Supervalu,OSD,32,27.15,5,yes,yes,no,partially invalid,combined shipment,995.68,269.77,Combined Shipment,WH1,Northwest
11856,1625.88,10/28/2024,SKU138,30,Kroger,OSD,31,74.1,1,yes,yes,no,partially invalid,product substitution,1039.51,586.37,Product Substitution,WH4,East
10925,3424.42,2/9/2025,SKU132,13,Target,OSD,17,48.01,4,yes,yes,no,partially invalid,price mismatch,688.18,2736.24,Price Mismatch,WH2,South
10747,455.52,11/17/2024,SKU129,43,Dollar General,OSD,47,12.01,3,yes,yes,no,invalid,combined shipment,455.52,0,Combined Shipment,WH2,East
11826,4852.1,3/14/2025,SKU127,23,Dollar General,OSD,23,21.53,1,yes,yes,no,invalid,load sequencing,4852.1,0,Load Sequencing,WH4,Midwest
14224,3610.46,8/20/2024,SKU114,24,BJ's,OSD,28,63.25,0,yes,yes,no,partially invalid,price mismatch,1950.28,1660.18,Price Mismatch,WH3,Northwest
13971,176.24,4/16/2025,SKU131,24,BJ's,OSD,24,88.03,1,yes,yes,no,partially invalid,combined shipment,60.52,115.72,Combined Shipment,WH3,Northwest
10956,4343.56,6/9/2025,SKU140,45,Costco,OSD,45,54.02,5,yes,yes,no,valid,,0,4343.56,,WH3,Midwest
14165,1891.51,9/18/2024,SKU144,23,Dollar General,OSD,24,25.45,5,yes,yes,no,invalid,unit_of_measurement,1891.51,0,Unit of Measurement,WH1,East
11606,2427.35,8/1/2024,SKU126,29,Amazon,OSD,34,51.23,3,yes,yes,no,invalid,load sequencing,2427.35,0,Load Sequencing,WH1,West
10115,961.11,3/19/2025,SKU139,32,Supervalu,OSD,34,45.97,0,yes,yes,no,invalid,load sequencing,961.11,0,Load Sequencing,WH4,South
11127,2717.03,9/13/2024,SKU148,38,Meijer,OSD,42,78.68,4,yes,yes,no,partially invalid,price mismatch,774.08,1942.95,Price Mismatch,WH1,West
12659,930.84,2/7/2025,SKU146,27,Supervalu,OSD,29,46.67,0,yes,yes,no,partially invalid,product substitution,259.78,671.06,Product Substitution,WH2,South
14145,2531.69,4/8/2025,SKU131,48,Target,OSD,52,49.33,4,yes,yes,no,invalid,price mismatch,2531.69,0,Price Mismatch,WH2,Southwest
10685,1785.67,10/31/2024,SKU108,44,Meijer,OSD,45,89.66,2,yes,yes,no,invalid,order split,1785.67,0,Order Split,WH4,West
13357,1959.38,12/26/2024,SKU123,38,Dollar General,OSD,42,55.57,3,yes,yes,no,partially invalid,product substitution,836.6,1122.78,Product Substitution,WH2,East
11745,3325.51,10/6/2024,SKU119,50,Meijer,OSD,55,45.88,3,yes,yes,no,valid,,0,3325.51,,WH2,Midwest
14653,4892.64,5/15/2025,SKU140,14,Target,OSD,17,21.7,3,yes,yes,no,partially invalid,unit_of_measurement,1447.8,3444.84,Unit of Measurement,WH2,Northwest
13247,2933.27,3/10/2025,SKU128,22,Supervalu,OSD,26,70.04,1,yes,yes,no,valid,,0,2933.27,,WH4,East
10321,134.38,7/3/2024,SKU116,27,Dollar General,OSD,31,86.22,3,yes,yes,no,partially invalid,unit_of_measurement,73.97,60.41,Unit of Measurement,WH4,Northwest
12763,1340.29,7/9/2024,SKU110,11,Kroger,OSD,15,46.48,3,yes,yes,no,valid,,0,1340.29,,WH2,Midwest
13552,153.71,12/8/2024,SKU108,43,Costco,OSD,44,33.83,3,yes,yes,no,partially invalid,unit_of_measurement,31.83,121.88,Unit of Measurement,WH4,East
10615,2505.1,3/12/2025,SKU126,46,Costco,OSD,46,92.3,1,yes,yes,no,valid,,0,2505.1,,WH4,Northeast
11675,2717.33,10/26/2024,SKU114,23,Target,OSD,27,13.29,1,yes,yes,no,invalid,combined shipment,2717.33,0,Combined Shipment,WH4,Midwest
13690,740.24,10/15/2024,SKU116,42,Kroger,OSD,46,69.95,0,yes,yes,no,invalid,price mismatch,740.24,0,Price Mismatch,WH3,Southeast
14316,2124.07,11/25/2024,SKU105,27,Amazon,OSD,30,23.28,0,yes,yes,no,partially invalid,combined shipment,595.81,1528.26,Combined Shipment,WH4,Southeast
11506,1802.9,6/28/2025,SKU100,49,BJ's,OSD,52,77.32,5,yes,yes,no,invalid,load sequencing,1802.9,0,Load Sequencing,WH3,Midwest
10860,501.28,6/25/2025,SKU150,35,Supervalu,OSD,36,86.6,5,yes,yes,no,valid,,0,501.28,,WH2,West
11319,2640.55,10/20/2024,SKU100,5,Kroger,OSD,7,37.29,1,yes,yes,no,valid,,0,2640.55,,WH3,Southeast
12749,900.68,6/14/2025,SKU111,9,Costco,OSD,14,76.23,5,yes,yes,no,partially invalid,price mismatch,624.99,275.69,Price Mismatch,WH1,South
14249,87.19,8/30/2024,SKU102,39,Walmart,OSD,44,66.91,3,yes,yes,no,valid,,0,87.19,,WH1,Southwest
14831,4391.61,5/5/2025,SKU146,48,Costco,OSD,52,11.98,3,yes,yes,no,invalid,price mismatch,4391.61,0,Price Mismatch,WH2,Northwest
10716,4024.65,5/17/2025,SKU129,31,Dollar General,OSD,35,38.77,2,yes,yes,no,valid,,0,4024.65,,WH2,South
13575,2698.7,4/21/2025,SKU132,10,Amazon,OSD,13,69.54,2,yes,yes,no,partially invalid,load sequencing,1517.89,1180.81,Load Sequencing,WH3,Southeast
12207,2373.31,1/18/2025,SKU146,49,Costco,OSD,50,10.51,1,yes,yes,no,invalid,price mismatch,2373.31,0,Price Mismatch,WH3,West
12665,2107.81,9/29/2024,SKU146,33,Meijer,OSD,34,92.12,5,yes,yes,no,partially invalid,combined shipment,1313.8,794.01,Combined Shipment,WH3,Northwest
13806,221.43,7/22/2024,SKU144,13,BJ's,OSD,16,87.03,0,yes,yes,no,invalid,order split,221.43,0,Order Split,WH3,Northeast
14506,2409.71,8/24/2024,SKU116,27,Dollar General,OSD,30,17.2,3,yes,yes,no,partially invalid,order split,1573.19,836.52,Order Split,WH4,East
14026,3909.3,10/14/2024,SKU144,33,Dollar General,OSD,37,48.44,5,yes,yes,no,partially invalid,combined shipment,1829.59,2079.71,Combined Shipment,WH2,Northeast
11058,4035.34,2/5/2025,SKU147,33,Amazon,OSD,35,87.06,4,yes,yes,no,valid,,0,4035.34,,WH2,Southeast
11061,4723.94,1/9/2025,SKU127,14,Amazon,OSD,18,72.25,0,yes,yes,no,invalid,order split,4723.94,0,Order Split,WH3,South
12537,3261.95,1/29/2025,SKU140,25,Costco,OSD,28,93.21,2,yes,yes,no,invalid,combined shipment,3261.95,0,Combined Shipment,WH2,Northeast
10351,2104.18,8/16/2024,SKU150,8,Dollar General,OSD,9,29.57,4,yes,yes,no,partially invalid,order split,931.32,1172.86,Order Split,WH2,Midwest
11810,1625.07,2/26/2025,SKU121,29,Supervalu,OSD,29,47.25,0,yes,yes,no,invalid,unit_of_measurement,1625.07,0,Unit of Measurement,WH2,West
12654,4120.42,1/17/2025,SKU118,42,Meijer,OSD,47,85.61,0,yes,yes,no,valid,,0,4120.42,,WH2,Southwest
13657,3275.29,3/14/2025,SKU138,48,Amazon,OSD,50,94.27,1,yes,yes,no,partially invalid,order split,2003.74,1271.55,Order Split,WH1,Northwest
13704,1505.03,3/11/2025,SKU108,46,Supervalu,OSD,48,54.75,4,yes,yes,no,valid,,0,1505.03,,WH3,East
12276,1551.92,4/26/2025,SKU113,12,BJ's,OSD,17,50.35,3,yes,yes,no,invalid,unit_of_measurement,1551.92,0,Unit of Measurement,WH1,Northwest
11080,744.47,5/16/2025,SKU127,14,Meijer,OSD,19,73.38,4,yes,yes,no,partially invalid,product substitution,460.28,284.19,Product Substitution,WH4,Southwest
12532,963.77,3/26/2025,SKU121,7,Dollar General,OSD,12,79.41,3,yes,yes,no,partially invalid,price mismatch,243.3,720.47,Price Mismatch,WH4,Northwest
11735,1941.54,3/30/2025,SKU118,2,Supervalu,OSD,4,44.77,2,yes,yes,no,invalid,load sequencing,1941.54,0,Load Sequencing,WH4,South
13055,3959.46,3/28/2025,SKU121,48,Meijer,OSD,53,63.55,3,yes,yes,no,valid,,0,3959.46,,WH4,Northwest
11847,3252.05,8/19/2024,SKU116,42,Costco,OSD,44,25.06,1,yes,yes,no,invalid,order split,3252.05,0,Order Split,WH4,Northeast
13089,3449.23,6/21/2025,SKU118,48,BJ's,OSD,48,57.46,3,yes,yes,no,partially invalid,unit_of_measurement,2515.22,934.01,Unit of Measurement,WH3,Southwest
13747,4074.23,11/18/2024,SKU110,39,Supervalu,OSD,42,70.93,5,yes,yes,no,partially invalid,price mismatch,1798.32,2275.91,Price Mismatch,WH3,West
10239,1283.59,11/10/2024,SKU108,40,Walmart,OSD,42,12.28,4,yes,yes,no,invalid,product substitution,1283.59,0,Product Substitution,WH2,Midwest
11131,3877.72,8/13/2024,SKU132,11,Meijer,OSD,16,16.53,3,yes,yes,no,invalid,load sequencing,3877.72,0,Load Sequencing,WH3,East
13321,3002.65,9/22/2024,SKU102,15,Meijer,OSD,20,37.22,1,yes,yes,no,invalid,unit_of_measurement,3002.65,0,Unit of Measurement,WH1,Southeast
12124,3982.83,11/3/2024,SKU133,28,Costco,OSD,30,40.12,2,yes,yes,no,valid,,0,3982.83,,WH3,Southeast
12279,2748.01,4/13/2025,SKU117,15,Walmart,OSD,17,29.64,5,yes,yes,no,partially invalid,order split,778.83,1969.18,Order Split,WH1,East
13679,2053.46,10/18/2024,SKU130,1,Costco,OSD,6,92.63,2,yes,yes,no,invalid,order split,2053.46,0,Order Split,WH3,East
13147,3701.89,4/12/2025,SKU105,14,Meijer,OSD,19,79.52,4,yes,yes,no,invalid,price mismatch,3701.89,0,Price Mismatch,WH1,South
12474,3529.31,7/25/2024,SKU128,27,Meijer,OSD,30,99.21,1,yes,yes,no,valid,,0,3529.31,,WH3,West
12658,188.74,6/1/2025,SKU129,12,BJ's,OSD,16,52.37,3,yes,yes,no,partially invalid,combined shipment,117.77,70.97,Combined Shipment,WH3,Southwest
11300,763.58,1/7/2025,SKU131,25,Target,OSD,26,54.08,5,yes,yes,no,invalid,price mismatch,763.58,0,Price Mismatch,WH1,West
14640,1724.4,9/10/2024,SKU118,35,Kroger,OSD,38,44.06,1,yes,yes,no,partially invalid,price mismatch,866.9,857.5,Price Mismatch,WH3,Northeast
10254,2845.76,4/26/2025,SKU140,43,BJ's,OSD,43,91.07,0,yes,yes,no,valid,,0,2845.76,,WH3,Midwest
11311,4038.48,7/10/2024,SKU137,22,Target,OSD,26,49.19,0,yes,yes,no,valid,,0,4038.48,,WH1,East
14528,1861.47,8/22/2024,SKU137,36,Meijer,OSD,41,86.9,0,yes,yes,no,invalid,order split,1861.47,0,Order Split,WH1,Southeast
11755,1602.92,9/11/2024,SKU112,13,Costco,OSD,13,17.56,0,yes,yes,no,invalid,load sequencing,1602.92,0,Load Sequencing,WH2,South
11379,186.35,4/22/2025,SKU145,39,Amazon,OSD,41,51.2,3,yes,yes,no,valid,,0,186.35,,WH3,West
